Complaint_ID,Date,State,Hospital_Type,Department,Complaint_Category,Severity,Resolved
CMP101561,2024-03-07,Uttar Pradesh,Medical College Hospital,Outpatient,Unavailability of medicine,Low,No
CMP101562,2024-10-11,West Bengal,Medical College Hospital,Surgery,Unclean wards,Low,Yes
CMP101563,2024-01-31,Tamil Nadu,Medical College Hospital,Maternity,Rude staff,Medium,Yes
CMP101564,2024-10-27,West Bengal,CHC,Emergency,Unavailability of medicine,Low,No
CMP101565,2024-10-14,Bihar,PHC,Maternity,Test delays,Low,Yes
CMP101566,2024-10-14,Tamil Nadu,Medical College Hospital,Emergency,Unclean wards,Low,No
CMP101567,2024-06-17,Rajasthan,Medical College Hospital,Emergency,Lack of communication,High,No
CMP101568,2024-12-09,Maharashtra,District Hospital,Pediatrics,Rude staff,Low,No
CMP101569,2024-03-03,Rajasthan,Medical College Hospital,Surgery,Billing issues,Low,No
CMP101570,2024-07-29,West Bengal,District Hospital,Outpatient,Lack of communication,Low,Yes
CMP101571,2024-06-30,Uttar Pradesh,PHC,Diagnostics,Test delays,Low,Yes
CMP101572,2024-12-06,Rajasthan,District Hospital,Maternity,Test delays,Low,No
CMP101573,2024-08-04,Rajasthan,Medical College Hospital,Pediatrics,Lack of communication,High,Yes
CMP101574,2024-01-27,Rajasthan,CHC,Maternity,Unclean wards,High,No
CMP101575,2024-05-27,Rajasthan,CHC,Surgery,Long wait time,Low,Yes
CMP101576,2024-11-03,Tamil Nadu,PHC,Pediatrics,Rude staff,Low,No
CMP101577,2024-06-08,West Bengal,Medical College Hospital,Outpatient,Rude staff,High,Yes
CMP101578,2024-06-29,Tamil Nadu,PHC,Emergency,Long wait time,Low,No
CMP101579,2024-02-23,Bihar,District Hospital,Maternity,Rude staff,Medium,No
CMP101580,2024-10-22,West Bengal,PHC,Outpatient,Rude staff,High,No
CMP101581,2024-09-16,Maharashtra,CHC,Pharmacy,Long wait time,Medium,Yes
CMP101582,2024-04-18,Bihar,PHC,Pharmacy,Unclean wards,Medium,No
CMP101583,2024-03-20,Maharashtra,District Hospital,Diagnostics,Unavailability of medicine,Low,Yes
CMP101584,2024-12-02,West Bengal,Medical College Hospital,Maternity,Rude staff,High,No
CMP101585,2024-09-03,Bihar,PHC,Emergency,Test delays,Low,Yes
CMP101586,2024-04-24,West Bengal,District Hospital,Maternity,Unclean wards,Low,Yes
CMP101587,2024-02-25,Tamil Nadu,CHC,Diagnostics,Unclean wards,Medium,No
CMP101588,2024-06-28,Rajasthan,Medical College Hospital,Pharmacy,Long wait time,Low,Yes
CMP101589,2024-10-11,Tamil Nadu,PHC,Pediatrics,Unclean wards,High,Yes
CMP101590,2024-07-07,Uttar Pradesh,PHC,Diagnostics,Long wait time,Low,No
CMP101591,2024-02-28,Tamil Nadu,CHC,Maternity,Unclean wards,Medium,No
CMP101592,2024-05-22,Karnataka,PHC,Maternity,Unavailability of medicine,Medium,Yes
CMP101593,2024-10-20,Tamil Nadu,CHC,Pediatrics,Test delays,High,No
CMP101594,2024-04-25,Karnataka,CHC,Pediatrics,Billing issues,Medium,No
CMP101595,2024-08-07,Tamil Nadu,Medical College Hospital,Pharmacy,Unclean wards,High,Yes
CMP101596,2024-10-14,Karnataka,CHC,Pharmacy,Unclean wards,Low,Yes
CMP101597,2024-11-14,Karnataka,CHC,Outpatient,Unclean wards,Medium,No
CMP101598,2024-11-10,Rajasthan,CHC,Pediatrics,Long wait time,Medium,Yes
CMP101599,2024-12-11,West Bengal,PHC,Emergency,Lack of communication,Low,No
CMP101600,2024-11-25,Tamil Nadu,CHC,Pharmacy,Test delays,Medium,No
CMP101601,2024-10-12,Karnataka,CHC,Pediatrics,Lack of communication,Medium,Yes
CMP101602,2024-01-14,Uttar Pradesh,CHC,Emergency,Rude staff,Medium,Yes
CMP101603,2024-11-07,Rajasthan,CHC,Diagnostics,Long wait time,Low,No
CMP101604,2024-12-02,Maharashtra,PHC,Diagnostics,Unavailability of medicine,Medium,Yes
CMP101605,2024-12-21,West Bengal,CHC,Pharmacy,Long wait time,Medium,Yes
CMP101606,2024-05-16,Rajasthan,District Hospital,Emergency,Rude staff,Medium,No
CMP101607,2024-01-15,Karnataka,District Hospital,Pharmacy,Lack of communication,High,Yes
CMP101608,2024-04-02,Karnataka,District Hospital,Pediatrics,Unavailability of medicine,High,No
CMP101609,2024-05-19,West Bengal,Medical College Hospital,Pharmacy,Rude staff,High,Yes
CMP101610,2024-12-25,Uttar Pradesh,District Hospital,Outpatient,Lack of communication,Medium,Yes
CMP101611,2024-06-07,Uttar Pradesh,District Hospital,Diagnostics,Rude staff,Low,No
CMP101612,2024-06-22,Rajasthan,Medical College Hospital,Emergency,Test delays,Medium,No
CMP101613,2024-06-28,Bihar,PHC,Diagnostics,Billing issues,Low,Yes
CMP101614,2024-01-04,West Bengal,PHC,Outpatient,Lack of communication,Medium,No
CMP101615,2024-04-02,West Bengal,Medical College Hospital,Surgery,Unavailability of medicine,Medium,No
CMP101616,2024-03-14,Maharashtra,PHC,Diagnostics,Billing issues,Low,No
CMP101617,2024-10-16,Bihar,Medical College Hospital,Outpatient,Test delays,Medium,Yes
CMP101618,2024-12-02,West Bengal,CHC,Maternity,Billing issues,High,No
CMP101619,2024-07-24,Karnataka,PHC,Diagnostics,Rude staff,High,No
CMP101620,2024-02-05,Uttar Pradesh,Medical College Hospital,Emergency,Billing issues,Low,No
CMP101621,2024-03-13,Karnataka,CHC,Outpatient,Long wait time,High,Yes
CMP101622,2024-11-20,West Bengal,CHC,Surgery,Billing issues,High,No
CMP101623,2024-01-16,West Bengal,District Hospital,Pediatrics,Lack of communication,Low,No
CMP101624,2024-02-16,West Bengal,Medical College Hospital,Diagnostics,Billing issues,Medium,Yes
CMP101625,2024-09-28,Tamil Nadu,Medical College Hospital,Outpatient,Rude staff,Medium,Yes
CMP101626,2024-04-20,Rajasthan,District Hospital,Surgery,Unclean wards,Medium,No
CMP101627,2024-07-11,Maharashtra,PHC,Maternity,Long wait time,Medium,Yes
CMP101628,2024-08-02,Rajasthan,Medical College Hospital,Emergency,Rude staff,Medium,No
CMP101629,2024-08-20,Tamil Nadu,CHC,Diagnostics,Lack of communication,Medium,Yes
CMP101630,2024-06-23,Uttar Pradesh,Medical College Hospital,Maternity,Unclean wards,Medium,No
CMP101631,2024-03-21,Uttar Pradesh,District Hospital,Pharmacy,Test delays,High,No
CMP101632,2024-07-08,Uttar Pradesh,Medical College Hospital,Emergency,Long wait time,High,Yes
CMP101633,2024-06-08,Maharashtra,PHC,Emergency,Unavailability of medicine,Medium,No
CMP101634,2024-06-15,Bihar,District Hospital,Emergency,Long wait time,Low,No
CMP101635,2024-10-17,Karnataka,District Hospital,Emergency,Unavailability of medicine,Medium,Yes
CMP101636,2024-11-01,West Bengal,CHC,Surgery,Test delays,Low,No
CMP101637,2024-02-13,Karnataka,Medical College Hospital,Maternity,Test delays,High,No
CMP101638,2024-01-27,Karnataka,District Hospital,Pharmacy,Long wait time,Medium,Yes
CMP101639,2024-03-20,Karnataka,PHC,Pediatrics,Unclean wards,Low,Yes
CMP101640,2024-03-21,West Bengal,PHC,Diagnostics,Unavailability of medicine,Low,No
CMP101641,2024-11-12,Karnataka,PHC,Emergency,Billing issues,Low,No
CMP101642,2024-01-26,Bihar,CHC,Diagnostics,Long wait time,Low,No
CMP101643,2024-12-11,Tamil Nadu,PHC,Outpatient,Lack of communication,Low,No
CMP101644,2024-02-11,Maharashtra,CHC,Maternity,Unavailability of medicine,High,No
CMP101645,2024-05-19,Tamil Nadu,PHC,Maternity,Rude staff,High,No
CMP101646,2024-08-14,Tamil Nadu,Medical College Hospital,Emergency,Long wait time,High,No
CMP101647,2024-12-04,Rajasthan,PHC,Emergency,Long wait time,Medium,No
CMP101648,2024-08-05,West Bengal,PHC,Maternity,Unclean wards,Medium,No
CMP101649,2024-09-05,Karnataka,CHC,Diagnostics,Lack of communication,Medium,No
CMP101650,2024-11-06,West Bengal,Medical College Hospital,Pharmacy,Test delays,Medium,Yes
CMP101651,2024-08-14,Karnataka,Medical College Hospital,Outpatient,Test delays,Medium,Yes
CMP101652,2024-07-31,Bihar,CHC,Maternity,Unclean wards,High,No
CMP101653,2024-05-19,Maharashtra,Medical College Hospital,Pharmacy,Unclean wards,Medium,Yes
CMP101654,2024-04-20,Uttar Pradesh,PHC,Diagnostics,Test delays,Medium,Yes
CMP101655,2024-09-19,Tamil Nadu,PHC,Surgery,Unavailability of medicine,Medium,No
CMP101656,2024-02-28,Uttar Pradesh,Medical College Hospital,Emergency,Billing issues,Medium,Yes
CMP101657,2024-06-25,Maharashtra,PHC,Surgery,Test delays,High,No
CMP101658,2024-08-08,Tamil Nadu,Medical College Hospital,Maternity,Long wait time,High,Yes
CMP101659,2024-02-26,Uttar Pradesh,CHC,Pediatrics,Unavailability of medicine,Low,No
CMP101660,2024-05-25,Uttar Pradesh,CHC,Diagnostics,Long wait time,Medium,Yes
CMP101661,2024-12-13,Rajasthan,CHC,Diagnostics,Test delays,Low,No
CMP101662,2024-12-13,West Bengal,District Hospital,Diagnostics,Billing issues,Low,Yes
CMP101663,2024-10-30,Bihar,PHC,Diagnostics,Unclean wards,Medium,No
CMP101664,2024-09-06,Maharashtra,CHC,Pediatrics,Unavailability of medicine,High,Yes
CMP101665,2024-09-26,Maharashtra,Medical College Hospital,Maternity,Test delays,Low,No
CMP101666,2024-12-07,Maharashtra,Medical College Hospital,Pediatrics,Test delays,Low,No
CMP101667,2024-06-06,Tamil Nadu,CHC,Pediatrics,Lack of communication,Medium,Yes
CMP101668,2024-01-24,Rajasthan,CHC,Pediatrics,Billing issues,Medium,Yes
CMP101669,2024-04-22,Bihar,CHC,Emergency,Rude staff,High,Yes
CMP101670,2024-07-21,Karnataka,Medical College Hospital,Surgery,Rude staff,Medium,No
CMP101671,2024-11-02,Tamil Nadu,District Hospital,Outpatient,Lack of communication,High,Yes
CMP101672,2024-01-29,Maharashtra,CHC,Emergency,Long wait time,High,No
CMP101673,2024-01-04,Tamil Nadu,Medical College Hospital,Diagnostics,Lack of communication,Medium,Yes
CMP101674,2024-04-14,Uttar Pradesh,Medical College Hospital,Maternity,Test delays,High,No
CMP101675,2024-06-03,Tamil Nadu,CHC,Pediatrics,Unavailability of medicine,High,No
CMP101676,2024-04-18,West Bengal,PHC,Pediatrics,Unavailability of medicine,Medium,No
CMP101677,2024-03-11,West Bengal,Medical College Hospital,Diagnostics,Lack of communication,High,Yes
CMP101678,2024-05-10,Tamil Nadu,PHC,Emergency,Long wait time,Low,Yes
CMP101679,2024-05-28,Maharashtra,PHC,Surgery,Test delays,High,Yes
CMP101680,2024-06-16,Uttar Pradesh,District Hospital,Surgery,Long wait time,Medium,Yes
CMP101681,2024-03-02,Maharashtra,Medical College Hospital,Pharmacy,Billing issues,Medium,Yes
CMP101682,2024-01-04,Uttar Pradesh,District Hospital,Pharmacy,Billing issues,High,No
CMP101683,2024-09-11,Rajasthan,CHC,Maternity,Unclean wards,Low,Yes
CMP101684,2024-08-08,West Bengal,District Hospital,Pharmacy,Long wait time,Low,Yes
CMP101685,2024-03-30,Uttar Pradesh,CHC,Diagnostics,Unclean wards,Medium,Yes
CMP101686,2024-03-07,Uttar Pradesh,PHC,Emergency,Unavailability of medicine,Low,No
CMP101687,2024-07-13,Rajasthan,Medical College Hospital,Maternity,Rude staff,Medium,No
CMP101688,2024-09-29,Maharashtra,District Hospital,Maternity,Rude staff,High,Yes
CMP101689,2024-12-26,West Bengal,Medical College Hospital,Emergency,Lack of communication,High,No
CMP101690,2024-04-27,Uttar Pradesh,PHC,Pharmacy,Lack of communication,High,Yes
CMP101691,2024-09-13,West Bengal,PHC,Surgery,Unclean wards,Low,Yes
CMP101692,2024-10-13,Rajasthan,PHC,Pediatrics,Long wait time,High,Yes
CMP101693,2024-12-08,Bihar,PHC,Pharmacy,Long wait time,High,Yes
CMP101694,2024-06-30,West Bengal,PHC,Emergency,Lack of communication,High,Yes
CMP101695,2024-02-06,Bihar,PHC,Pediatrics,Rude staff,Low,Yes
CMP101696,2024-07-22,Karnataka,District Hospital,Diagnostics,Rude staff,Medium,Yes
CMP101697,2024-01-22,Bihar,Medical College Hospital,Pediatrics,Unclean wards,High,Yes
CMP101698,2024-08-11,Karnataka,District Hospital,Pediatrics,Lack of communication,Medium,Yes
CMP101699,2024-01-10,Bihar,PHC,Pharmacy,Unclean wards,High,Yes
CMP101700,2024-08-23,Maharashtra,CHC,Maternity,Unavailability of medicine,Low,No
CMP101701,2024-02-09,Karnataka,CHC,Outpatient,Test delays,Medium,Yes
CMP101702,2024-06-09,Tamil Nadu,PHC,Outpatient,Lack of communication,Low,No
CMP101703,2024-10-21,Tamil Nadu,PHC,Surgery,Test delays,High,No
CMP101704,2024-08-07,Bihar,PHC,Emergency,Rude staff,High,Yes
CMP101705,2024-10-20,Rajasthan,Medical College Hospital,Diagnostics,Long wait time,High,Yes
CMP101706,2024-07-26,Tamil Nadu,Medical College Hospital,Maternity,Unavailability of medicine,Low,No
CMP101707,2024-12-29,West Bengal,District Hospital,Outpatient,Unclean wards,Low,No
CMP101708,2024-11-23,Bihar,Medical College Hospital,Pharmacy,Lack of communication,Low,No
CMP101709,2024-08-01,Bihar,PHC,Maternity,Unclean wards,Low,Yes
CMP101710,2024-05-28,West Bengal,Medical College Hospital,Diagnostics,Test delays,High,Yes
CMP101711,2024-02-28,West Bengal,CHC,Emergency,Lack of communication,High,No
CMP101712,2024-07-26,Tamil Nadu,CHC,Maternity,Unavailability of medicine,Medium,No
CMP101713,2024-01-11,Tamil Nadu,PHC,Maternity,Test delays,Medium,Yes
CMP101714,2024-06-15,Uttar Pradesh,Medical College Hospital,Pharmacy,Billing issues,High,No
CMP101715,2024-03-28,West Bengal,Medical College Hospital,Diagnostics,Rude staff,High,Yes
CMP101716,2024-11-12,Karnataka,District Hospital,Emergency,Unavailability of medicine,Low,Yes
CMP101717,2024-08-23,Bihar,District Hospital,Maternity,Test delays,High,Yes
CMP101718,2024-12-19,Tamil Nadu,CHC,Diagnostics,Long wait time,Low,Yes
CMP101719,2024-07-04,Karnataka,PHC,Maternity,Lack of communication,Medium,Yes
CMP101720,2024-02-15,Tamil Nadu,CHC,Outpatient,Unavailability of medicine,Low,Yes
CMP101721,2024-08-11,Tamil Nadu,PHC,Outpatient,Billing issues,Medium,Yes
CMP101722,2024-02-24,Uttar Pradesh,PHC,Emergency,Rude staff,Medium,No
CMP101723,2024-05-04,West Bengal,PHC,Outpatient,Unclean wards,High,No
CMP101724,2024-08-11,Bihar,PHC,Emergency,Unclean wards,Medium,No
CMP101725,2024-10-28,Bihar,Medical College Hospital,Maternity,Unclean wards,High,No
CMP101726,2024-07-24,Maharashtra,PHC,Surgery,Unclean wards,High,Yes
CMP101727,2024-09-25,Rajasthan,Medical College Hospital,Outpatient,Unavailability of medicine,High,No
CMP101728,2024-02-10,West Bengal,PHC,Diagnostics,Billing issues,Medium,No
CMP101729,2024-07-21,Rajasthan,Medical College Hospital,Diagnostics,Billing issues,High,No
CMP101730,2024-06-07,Rajasthan,Medical College Hospital,Emergency,Unclean wards,Medium,No
CMP101731,2024-06-22,Uttar Pradesh,CHC,Pediatrics,Long wait time,High,No
CMP101732,2024-04-23,Karnataka,CHC,Surgery,Lack of communication,Medium,Yes
CMP101733,2024-06-19,Uttar Pradesh,District Hospital,Maternity,Unclean wards,High,No
CMP101734,2024-03-27,Rajasthan,CHC,Pharmacy,Lack of communication,Low,No
CMP101735,2024-02-09,Rajasthan,CHC,Diagnostics,Unavailability of medicine,Low,No
CMP101736,2024-09-18,Karnataka,PHC,Surgery,Billing issues,High,Yes
CMP101737,2024-11-20,Bihar,District Hospital,Pediatrics,Rude staff,High,Yes
CMP101738,2024-02-28,Maharashtra,CHC,Pediatrics,Unclean wards,Medium,No
CMP101739,2024-09-28,Maharashtra,CHC,Diagnostics,Test delays,Low,No
CMP101740,2024-09-18,Bihar,Medical College Hospital,Emergency,Unclean wards,Medium,Yes
CMP101741,2024-04-09,Tamil Nadu,District Hospital,Emergency,Long wait time,High,No
CMP101742,2024-06-27,Uttar Pradesh,District Hospital,Pharmacy,Long wait time,Low,Yes
CMP101743,2024-06-28,Maharashtra,District Hospital,Emergency,Billing issues,High,No
CMP101744,2024-11-26,West Bengal,Medical College Hospital,Pharmacy,Unavailability of medicine,Medium,Yes
CMP101745,2024-03-16,Rajasthan,District Hospital,Pediatrics,Unclean wards,High,No
CMP101746,2024-04-30,Tamil Nadu,District Hospital,Maternity,Test delays,Medium,Yes
CMP101747,2024-02-22,Karnataka,Medical College Hospital,Emergency,Rude staff,Low,No
CMP101748,2024-03-15,West Bengal,District Hospital,Diagnostics,Test delays,Low,Yes
CMP101749,2024-05-11,Maharashtra,District Hospital,Emergency,Test delays,Medium,No
CMP101750,2024-04-11,Karnataka,PHC,Outpatient,Test delays,Low,No
CMP101751,2024-03-29,Tamil Nadu,CHC,Pediatrics,Rude staff,Low,No
CMP101752,2024-11-04,Karnataka,District Hospital,Maternity,Unclean wards,Low,Yes
CMP101753,2024-03-19,Tamil Nadu,Medical College Hospital,Maternity,Billing issues,High,Yes
CMP101754,2024-12-01,Karnataka,PHC,Surgery,Test delays,Medium,No
CMP101755,2024-02-08,Uttar Pradesh,CHC,Diagnostics,Test delays,High,Yes
CMP101756,2024-03-31,Maharashtra,CHC,Maternity,Billing issues,Medium,No
CMP101757,2024-11-17,Maharashtra,PHC,Pediatrics,Long wait time,High,No
CMP101758,2024-09-09,Rajasthan,Medical College Hospital,Pediatrics,Unavailability of medicine,Medium,Yes
CMP101759,2024-08-25,Tamil Nadu,CHC,Surgery,Unclean wards,High,Yes
CMP101760,2024-10-15,Karnataka,CHC,Outpatient,Unclean wards,Medium,Yes
CMP101761,2024-10-23,Bihar,CHC,Maternity,Long wait time,Low,No
CMP101762,2024-08-17,Rajasthan,District Hospital,Surgery,Lack of communication,Low,No
CMP101763,2024-12-14,West Bengal,District Hospital,Outpatient,Unclean wards,Medium,No
CMP101764,2024-10-16,West Bengal,PHC,Emergency,Unavailability of medicine,Low,Yes
CMP101765,2024-11-25,Rajasthan,PHC,Emergency,Rude staff,High,No
CMP101766,2024-11-21,Maharashtra,Medical College Hospital,Maternity,Rude staff,Low,No
CMP101767,2024-11-15,Karnataka,Medical College Hospital,Outpatient,Test delays,Low,No
CMP101768,2024-06-14,Karnataka,PHC,Diagnostics,Unavailability of medicine,Medium,Yes
CMP101769,2024-11-17,Uttar Pradesh,Medical College Hospital,Maternity,Lack of communication,Low,No
CMP101770,2024-06-10,West Bengal,CHC,Emergency,Rude staff,High,No
CMP101771,2024-03-18,Bihar,CHC,Diagnostics,Billing issues,Low,No
CMP101772,2024-08-13,Maharashtra,Medical College Hospital,Surgery,Unclean wards,Medium,Yes
CMP101773,2024-02-04,Uttar Pradesh,Medical College Hospital,Emergency,Unavailability of medicine,High,No
CMP101774,2024-08-28,Bihar,PHC,Outpatient,Billing issues,Low,Yes
CMP101775,2024-08-14,Maharashtra,PHC,Maternity,Long wait time,Low,No
CMP101776,2024-11-19,Uttar Pradesh,Medical College Hospital,Maternity,Billing issues,Low,No
CMP101777,2024-06-04,Bihar,CHC,Outpatient,Long wait time,Low,No
CMP101778,2024-05-20,Maharashtra,District Hospital,Emergency,Long wait time,High,Yes
CMP101779,2024-10-29,West Bengal,Medical College Hospital,Outpatient,Billing issues,Low,Yes
CMP101780,2024-01-29,Bihar,PHC,Maternity,Long wait time,Low,Yes
CMP101781,2024-06-29,Karnataka,PHC,Emergency,Billing issues,Medium,Yes
CMP101782,2024-09-16,Tamil Nadu,Medical College Hospital,Pharmacy,Unclean wards,Medium,Yes
CMP101783,2024-02-07,Tamil Nadu,PHC,Pediatrics,Unclean wards,Medium,Yes
CMP101784,2024-06-07,Karnataka,CHC,Pediatrics,Long wait time,High,Yes
CMP101785,2024-08-24,Bihar,PHC,Emergency,Unclean wards,High,No
CMP101786,2024-08-19,Karnataka,District Hospital,Diagnostics,Test delays,Low,No
CMP101787,2024-01-20,Tamil Nadu,District Hospital,Surgery,Test delays,High,No
CMP101788,2024-01-30,Tamil Nadu,CHC,Outpatient,Billing issues,Low,Yes
CMP101789,2024-07-07,Bihar,PHC,Pediatrics,Lack of communication,Low,Yes
CMP101790,2024-05-26,Tamil Nadu,PHC,Surgery,Unavailability of medicine,Medium,Yes
CMP101791,2024-02-09,West Bengal,Medical College Hospital,Emergency,Unavailability of medicine,Low,Yes
CMP101792,2024-11-26,Karnataka,District Hospital,Pediatrics,Unavailability of medicine,Medium,No
CMP101793,2024-02-16,West Bengal,Medical College Hospital,Pediatrics,Billing issues,Low,No
CMP101794,2024-11-10,West Bengal,Medical College Hospital,Emergency,Long wait time,Medium,Yes
CMP101795,2024-10-31,Bihar,PHC,Emergency,Lack of communication,Low,Yes
CMP101796,2024-09-16,Karnataka,District Hospital,Diagnostics,Billing issues,Medium,No
CMP101797,2024-07-15,Bihar,Medical College Hospital,Surgery,Long wait time,Low,Yes
CMP101798,2024-08-24,Tamil Nadu,PHC,Pediatrics,Long wait time,High,Yes
CMP101799,2024-10-24,Maharashtra,CHC,Surgery,Test delays,Low,Yes
CMP101800,2024-10-10,Bihar,District Hospital,Outpatient,Test delays,Medium,No
CMP101801,2024-01-22,Bihar,PHC,Emergency,Unclean wards,Medium,No
CMP101802,2024-08-18,Maharashtra,CHC,Pediatrics,Rude staff,High,Yes
CMP101803,2024-10-19,Rajasthan,Medical College Hospital,Outpatient,Lack of communication,Low,Yes
CMP101804,2024-11-29,Tamil Nadu,Medical College Hospital,Diagnostics,Rude staff,Low,No
CMP101805,2024-04-06,Karnataka,Medical College Hospital,Pharmacy,Lack of communication,Low,Yes
CMP101806,2024-06-13,Uttar Pradesh,CHC,Pediatrics,Unclean wards,Medium,No
CMP101807,2024-11-05,Rajasthan,CHC,Pediatrics,Long wait time,Low,No
CMP101808,2024-08-31,Maharashtra,Medical College Hospital,Maternity,Long wait time,High,Yes
CMP101809,2024-09-13,Uttar Pradesh,Medical College Hospital,Maternity,Unclean wards,High,Yes
CMP101810,2024-03-18,Tamil Nadu,CHC,Diagnostics,Test delays,Low,Yes
CMP101811,2024-02-01,Bihar,PHC,Pharmacy,Unavailability of medicine,Low,No
CMP101812,2024-08-18,Bihar,District Hospital,Emergency,Unavailability of medicine,Low,No
CMP101813,2024-02-22,Rajasthan,Medical College Hospital,Maternity,Billing issues,High,No
CMP101814,2024-06-24,Tamil Nadu,CHC,Surgery,Test delays,Low,No
CMP101815,2024-12-31,Karnataka,PHC,Surgery,Unclean wards,Medium,Yes
CMP101816,2024-02-13,Karnataka,PHC,Outpatient,Lack of communication,High,Yes
CMP101817,2024-09-15,West Bengal,PHC,Pharmacy,Test delays,High,Yes
CMP101818,2024-11-26,Tamil Nadu,Medical College Hospital,Pediatrics,Unclean wards,Medium,No
CMP101819,2024-03-29,Tamil Nadu,CHC,Pediatrics,Billing issues,Medium,Yes
CMP101820,2024-01-21,West Bengal,District Hospital,Outpatient,Lack of communication,Medium,Yes
CMP101821,2024-05-06,Tamil Nadu,CHC,Pediatrics,Unavailability of medicine,Medium,Yes
CMP101822,2024-12-28,Tamil Nadu,CHC,Emergency,Unavailability of medicine,High,Yes
CMP101823,2024-08-12,West Bengal,PHC,Surgery,Lack of communication,Medium,Yes
CMP101824,2024-08-12,Rajasthan,District Hospital,Outpatient,Lack of communication,Medium,Yes
CMP101825,2024-09-25,Tamil Nadu,Medical College Hospital,Pharmacy,Rude staff,Medium,Yes
CMP101826,2024-09-24,Tamil Nadu,Medical College Hospital,Emergency,Rude staff,High,Yes
CMP101827,2024-11-08,Bihar,PHC,Emergency,Rude staff,Medium,No
CMP101828,2024-03-22,Uttar Pradesh,Medical College Hospital,Pharmacy,Long wait time,Medium,No
CMP101829,2024-07-05,Karnataka,CHC,Outpatient,Test delays,Low,Yes
CMP101830,2024-07-09,Uttar Pradesh,PHC,Pediatrics,Billing issues,Medium,No
CMP101831,2024-05-24,Rajasthan,District Hospital,Diagnostics,Unavailability of medicine,High,Yes
CMP101832,2024-07-17,Rajasthan,CHC,Outpatient,Lack of communication,Medium,No
CMP101833,2024-07-28,Bihar,District Hospital,Maternity,Test delays,Medium,Yes
CMP101834,2024-06-22,Maharashtra,District Hospital,Pharmacy,Long wait time,High,Yes
CMP101835,2024-12-13,Uttar Pradesh,CHC,Surgery,Unclean wards,Low,No
CMP101836,2024-11-02,Maharashtra,District Hospital,Outpatient,Billing issues,Medium,No
CMP101837,2024-01-27,Bihar,PHC,Diagnostics,Long wait time,Medium,No
CMP101838,2024-11-19,Karnataka,PHC,Outpatient,Long wait time,Low,Yes
CMP101839,2024-11-27,Maharashtra,CHC,Surgery,Unclean wards,Low,Yes
CMP101840,2024-06-20,Bihar,Medical College Hospital,Emergency,Long wait time,Medium,No
CMP101841,2024-02-03,Rajasthan,District Hospital,Outpatient,Long wait time,High,No
CMP101842,2024-06-17,Tamil Nadu,CHC,Emergency,Rude staff,Medium,No
CMP101843,2024-02-18,Karnataka,District Hospital,Pediatrics,Test delays,High,Yes
CMP101844,2024-10-12,West Bengal,CHC,Pediatrics,Unclean wards,Low,Yes
CMP101845,2024-12-13,Rajasthan,District Hospital,Maternity,Unclean wards,Low,Yes
CMP101846,2024-07-16,Rajasthan,Medical College Hospital,Surgery,Test delays,High,No
CMP101847,2024-05-25,Tamil Nadu,CHC,Diagnostics,Unclean wards,Low,Yes
CMP101848,2024-05-09,Karnataka,PHC,Pediatrics,Lack of communication,High,Yes
CMP101849,2024-12-02,Karnataka,Medical College Hospital,Outpatient,Test delays,Medium,No
CMP101850,2024-11-04,Uttar Pradesh,PHC,Emergency,Test delays,High,Yes
CMP101851,2024-03-17,Karnataka,Medical College Hospital,Diagnostics,Billing issues,Low,Yes
CMP101852,2024-06-19,Uttar Pradesh,PHC,Emergency,Test delays,Medium,No
CMP101853,2024-02-11,Maharashtra,Medical College Hospital,Emergency,Unclean wards,Medium,Yes
CMP101854,2024-10-25,Rajasthan,District Hospital,Emergency,Unavailability of medicine,High,Yes
CMP101855,2024-12-05,Karnataka,PHC,Outpatient,Billing issues,High,No
CMP101856,2024-03-13,Rajasthan,District Hospital,Emergency,Lack of communication,High,No
CMP101857,2024-06-28,Maharashtra,CHC,Maternity,Billing issues,Medium,No
CMP101858,2024-06-07,Karnataka,District Hospital,Maternity,Unavailability of medicine,High,No
CMP101859,2024-12-01,Rajasthan,PHC,Surgery,Test delays,Medium,Yes
CMP101860,2024-12-23,Rajasthan,Medical College Hospital,Pharmacy,Test delays,High,Yes
CMP101861,2024-12-05,Uttar Pradesh,District Hospital,Diagnostics,Test delays,Low,No
CMP101862,2024-07-19,Rajasthan,Medical College Hospital,Maternity,Test delays,Low,Yes
CMP101863,2024-03-07,West Bengal,CHC,Pediatrics,Unclean wards,High,Yes
CMP101864,2024-10-31,Tamil Nadu,CHC,Pediatrics,Lack of communication,Medium,No
CMP101865,2024-12-28,Karnataka,PHC,Pediatrics,Unavailability of medicine,Low,No
CMP101866,2024-02-13,Bihar,Medical College Hospital,Diagnostics,Long wait time,High,Yes
CMP101867,2024-06-07,Tamil Nadu,District Hospital,Maternity,Rude staff,Medium,Yes
CMP101868,2024-10-13,Uttar Pradesh,District Hospital,Outpatient,Rude staff,Low,No
CMP101869,2024-07-11,West Bengal,CHC,Outpatient,Long wait time,High,No
CMP101870,2024-11-25,Rajasthan,Medical College Hospital,Outpatient,Rude staff,Medium,Yes
CMP101871,2024-06-17,West Bengal,Medical College Hospital,Maternity,Long wait time,High,Yes
CMP101872,2024-03-06,Rajasthan,CHC,Pharmacy,Lack of communication,Medium,No
CMP101873,2024-12-09,Bihar,District Hospital,Surgery,Long wait time,Low,No
